slug,name,botanical,genus,cat,grouped,group,groupDefault,bloomCount,bloomColors,foliage,sun,water,zones,tags
gomphrena-purple,Purple Globe Amaranth,Gomphrena globosa,Gomphrena,Annual,true,gomphrena,false,1,#8a4aae,,full-sun,low,9-11,purple heat cut flower
gomphrena-white,White Globe Amaranth,Gomphrena globosa,Gomphrena,Annual,true,gomphrena,false,1,#f4f2ea,,full-sun,low,9-11,white heat cut flower
gomphrena-red,Strawberry Fields,Gomphrena haageana 'Strawberry Fields',Gomphrena,Annual,true,gomphrena,false,1,#d2384a,,full-sun,low,9-11,red heat cut flower
gomphrena-orange,QIS Orange,Gomphrena haageana 'QIS Orange',Gomphrena,Annual,true,gomphrena,false,1,#f0822a,,full-sun,low,9-11,orange heat cut flower
gomphrena-lavender,Lavender Globe Amaranth,Gomphrena globosa,Gomphrena,Annual,true,gomphrena,false,1,#c89ad0,,full-sun,low,9-11,lavender pink heat cut flower
strawflower,Strawflower,Xerochrysum,Xerochrysum,Annual,true,strawflower,true,1,#f0a01f,,full-sun,low,8-11,orange cut flower
strawflower-yellow,Yellow Strawflower,Xerochrysum bracteatum,Xerochrysum,Annual,true,strawflower,false,1,#f4c81e,,full-sun,low,8-11,yellow cut flower
strawflower-red,Red Strawflower,Xerochrysum bracteatum,Xerochrysum,Annual,true,strawflower,false,1,#d2384a,,full-sun,low,8-11,red cut flower
strawflower-pink,Pink Strawflower,Xerochrysum bracteatum,Xerochrysum,Annual,true,strawflower,false,1,#e87aa8,,full-sun,low,8-11,pink cut flower
strawflower-white,White Strawflower,Xerochrysum bracteatum,Xerochrysum,Annual,true,strawflower,false,1,#f4f2ea,,full-sun,low,8-11,white cut flower
strawflower-purple,Purple Strawflower,Xerochrysum bracteatum,Xerochrysum,Annual,true,strawflower,false,1,#8a5aae,,full-sun,low,8-11,purple cut flower
strawflower-apricot,Apricot Strawflower,Xerochrysum bracteatum,Xerochrysum,Annual,true,strawflower,false,1,#f0b070,,full-sun,low,8-11,apricot peach cut flower
statice,Statice,Limonium,Limonium,Annual,true,statice,true,1,#7f6fc6,,full-sun,low,8-11,purple cut flower
statice-blue,Blue Statice,Limonium sinuatum,Limonium,Annual,true,statice,false,1,#4a5fc0,,full-sun,low,8-11,blue cut flower
statice-white,White Statice,Limonium sinuatum,Limonium,Annual,true,statice,false,1,#f4f2ea,,full-sun,low,8-11,white cut flower
statice-pink,Pink Statice,Limonium sinuatum,Limonium,Annual,true,statice,false,1,#e07aa8,,full-sun,low,8-11,pink cut flower
statice-yellow,Yellow Statice,Limonium sinuatum,Limonium,Annual,true,statice,false,1,#f2c828,,full-sun,low,8-11,yellow cut flower
statice-apricot,Apricot Statice,Limonium sinuatum,Limonium,Annual,true,statice,false,1,#f0b070,,full-sun,low,8-11,apricot peach cut flower
nicotiana,Flowering Tobacco,Nicotiana,Nicotiana,Annual,true,nicotiana,true,1,#f5eef5,,part-sun,moderate,10-11,white fragrant
nicotiana-red,Red Flowering Tobacco,Nicotiana alata,Nicotiana,Annual,true,nicotiana,false,1,#d2384a,,part-sun,moderate,10-11,red fragrant
nicotiana-pink,Pink Flowering Tobacco,Nicotiana alata,Nicotiana,Annual,true,nicotiana,false,1,#e87aa8,,part-sun,moderate,10-11,pink fragrant
nicotiana-lime,Lime Green,Nicotiana alata 'Lime Green',Nicotiana,Annual,true,nicotiana,false,1,#b8c84a,,part-sun,moderate,10-11,green fragrant
nicotiana-purple,Purple Flowering Tobacco,Nicotiana alata,Nicotiana,Annual,true,nicotiana,false,1,#8a5aae,,part-sun,moderate,10-11,purple fragrant
nicotiana-crimson,Crimson Bedder,Nicotiana alata 'Crimson Bedder',Nicotiana,Annual,true,nicotiana,false,1,#b02a3a,,part-sun,moderate,10-11,red crimson fragrant
amaranth,Love-Lies-Bleeding,Amaranthus caudatus,Amaranthus,Annual,true,amaranth,true,1,#a0304a,,full-sun,moderate,9-11,red dramatic
amaranth-green,Emerald Tassels,Amaranthus caudatus 'Emerald Tassels',Amaranthus,Annual,true,amaranth,false,1,#7f9a44,,full-sun,moderate,9-11,green dramatic
amaranth-gold,Hot Biscuits,Amaranthus cruentus 'Hot Biscuits',Amaranthus,Annual,true,amaranth,false,1,#c8902f,,full-sun,moderate,9-11,gold dramatic
amaranth-burgundy,Dreadlocks,Amaranthus caudatus 'Dreadlocks',Amaranthus,Annual,true,amaranth,false,1,#6e1f33,,full-sun,moderate,9-11,burgundy dramatic
amaranth-coral,Coral Fountain,Amaranthus caudatus 'Coral Fountain',Amaranthus,Annual,true,amaranth,false,1,#dd7a64,,full-sun,moderate,9-11,coral dramatic
cornflower,Bachelor's Button,Centaurea cyanus,Centaurea,Annual,true,cornflower,true,1,#4a5fc0,,full-sun,low,2-11,blue cottage pollinator
cornflower-pink,Pink Bachelor's Button,Centaurea cyanus,Centaurea,Annual,true,cornflower,false,1,#e87aa8,,full-sun,low,2-11,pink cottage pollinator
cornflower-white,White Bachelor's Button,Centaurea cyanus,Centaurea,Annual,true,cornflower,false,1,#f4f2ea,,full-sun,low,2-11,white cottage pollinator
cornflower-purple,Purple Bachelor's Button,Centaurea cyanus,Centaurea,Annual,true,cornflower,false,1,#8a5aae,,full-sun,low,2-11,purple cottage pollinator
cornflower-maroon,Black Ball,Centaurea cyanus 'Black Ball',Centaurea,Annual,true,cornflower,false,1,#6a2a3a,,full-sun,low,2-11,burgundy red cottage
cornflower-red,Red Boy,Centaurea cyanus 'Red Boy',Centaurea,Annual,true,cornflower,false,1,#c83a4a,,full-sun,low,2-11,red cottage pollinator
california-poppy,California Poppy,Eschscholzia,Eschscholzia,Annual,true,california-poppy,true,1,#f0901f,,full-sun,low,6-10,orange native drought
california-poppy-yellow,Yellow California Poppy,Eschscholzia californica,Eschscholzia,Annual,true,california-poppy,false,1,#f4c81e,,full-sun,low,6-10,yellow native drought
california-poppy-red,Mikado,Eschscholzia californica 'Mikado',Eschscholzia,Annual,true,california-poppy,false,1,#d24a2a,,full-sun,low,6-10,red orange native
california-poppy-pink,Rose Chiffon,Eschscholzia californica 'Rose Chiffon',Eschscholzia,Annual,true,california-poppy,false,1,#e08aae,,full-sun,low,6-10,pink native drought
california-poppy-cream,Ivory Castle,Eschscholzia californica 'Ivory Castle',Eschscholzia,Annual,true,california-poppy,false,1,#f0e8d0,,full-sun,low,6-10,cream white native
california-poppy-purple,Purple Gleam,Eschscholzia californica 'Purple Gleam',Eschscholzia,Annual,true,california-poppy,false,1,#a87ac0,,full-sun,low,6-10,purple native drought
sweet-pea,Sweet Pea,Lathyrus odoratus,Lathyrus,Annual,true,sweet-pea,true,1,#e890b0,,full-sun,moderate,2-11,pink fragrant vine
sweet-pea-purple,Cupani,Lathyrus odoratus 'Cupani',Lathyrus,Annual,true,sweet-pea,false,1,#6a4a9e,,full-sun,moderate,2-11,purple fragrant vine
sweet-pea-red,Royal Crimson Sweet Pea,Lathyrus odoratus,Lathyrus,Annual,true,sweet-pea,false,1,#c0282e,,full-sun,moderate,2-11,red fragrant vine
sweet-pea-white,Royal White Sweet Pea,Lathyrus odoratus,Lathyrus,Annual,true,sweet-pea,false,1,#f4f1ea,,full-sun,moderate,2-11,white fragrant vine
sweet-pea-blue,Royal Blue Sweet Pea,Lathyrus odoratus,Lathyrus,Annual,true,sweet-pea,false,1,#6f7fc4,,full-sun,moderate,2-11,blue fragrant vine
sweet-pea-lavender,Lavender Sweet Pea,Lathyrus odoratus,Lathyrus,Annual,true,sweet-pea,false,1,#b8a6d8,,full-sun,moderate,2-11,lavender fragrant vine
torenia,Wishbone Flower,Torenia fournieri,Torenia,Annual,true,torenia,true,1,#7f6fc6,,part-shade,moderate,10-11,purple shade
torenia-blue,Catalina Midnight Blue,Torenia fournieri 'Catalina Midnight Blue',Torenia,Annual,true,torenia,false,1,#3f56b0,,part-shade,moderate,10-11,blue shade
torenia-pink,Pink Wishbone Flower,Torenia fournieri,Torenia,Annual,true,torenia,false,1,#e681a8,,part-shade,moderate,10-11,pink shade
torenia-white,White Wishbone Flower,Torenia fournieri,Torenia,Annual,true,torenia,false,1,#f5f2ec,,part-shade,moderate,10-11,white shade
torenia-yellow,Yellow Wishbone Flower,Torenia fournieri,Torenia,Annual,true,torenia,false,1,#f2cf3c,,part-shade,moderate,10-11,yellow shade
torenia-magenta,Kauai Rose,Torenia fournieri 'Kauai Rose',Torenia,Annual,true,torenia,false,1,#c43a86,,part-shade,moderate,10-11,magenta shade
browallia,Browallia,Browallia speciosa,Browallia,Annual,true,browallia,true,1,#5f6fc0,,part-shade,moderate,10-11,blue shade
browallia-white,White Browallia,Browallia speciosa,Browallia,Annual,true,browallia,false,1,#f5f2ec,,part-shade,moderate,10-11,white shade
browallia-purple,Purple Browallia,Browallia speciosa,Browallia,Annual,true,browallia,false,1,#7a52b4,,part-shade,moderate,10-11,purple shade
annual-phlox,Annual Phlox,Phlox drummondii,Phlox,Annual,true,annual-phlox,true,1,#e0507a,,full-sun,moderate,2-11,pink
annual-phlox-red,Red Annual Phlox,Phlox drummondii,Phlox,Annual,true,annual-phlox,false,1,#d23341,,full-sun,moderate,2-11,red
annual-phlox-white,White Annual Phlox,Phlox drummondii,Phlox,Annual,true,annual-phlox,false,1,#f5f2ec,,full-sun,moderate,2-11,white
annual-phlox-lavender,Lavender Annual Phlox,Phlox drummondii,Phlox,Annual,true,annual-phlox,false,1,#b896d4,,full-sun,moderate,2-11,lavender
annual-phlox-purple,Purple Annual Phlox,Phlox drummondii,Phlox,Annual,true,annual-phlox,false,1,#8a4ab0,,full-sun,moderate,2-11,purple
annual-phlox-peach,Peach Annual Phlox,Phlox drummondii,Phlox,Annual,true,annual-phlox,false,1,#f0a878,,full-sun,moderate,2-11,peach
lisianthus,Lisianthus,Eustoma,Eustoma,Annual,true,lisianthus,true,1,#7f5fb0,,full-sun,moderate,8-11,purple cut flower elegant
lisianthus-white,White Lisianthus,Eustoma grandiflorum,Eustoma,Annual,true,lisianthus,false,1,#f4f2ea,,full-sun,moderate,8-11,white cut flower elegant
lisianthus-pink,Pink Lisianthus,Eustoma grandiflorum,Eustoma,Annual,true,lisianthus,false,1,#e88ab0,,full-sun,moderate,8-11,pink cut flower elegant
lisianthus-blue,Blue Lisianthus,Eustoma grandiflorum,Eustoma,Annual,true,lisianthus,false,1,#6a6fc6,,full-sun,moderate,8-11,blue purple cut flower elegant
lisianthus-rose,Rose Lisianthus,Eustoma grandiflorum,Eustoma,Annual,true,lisianthus,false,1,#d0588e,,full-sun,moderate,8-11,pink rose cut flower elegant
lisianthus-cream,Cream Lisianthus,Eustoma grandiflorum,Eustoma,Annual,true,lisianthus,false,1,#f0e8c0,,full-sun,moderate,8-11,cream yellow cut flower elegant
lisianthus-apricot,Apricot Lisianthus,Eustoma grandiflorum,Eustoma,Annual,true,lisianthus,false,1,#f0b888,,full-sun,moderate,8-11,apricot peach cut flower elegant
lisianthus-bicolor,Picotee Lisianthus,Eustoma grandiflorum,Eustoma,Annual,true,lisianthus,false,1,#b89ad0,,full-sun,moderate,8-11,purple white cut flower elegant
ornamental-kale,Ornamental Kale,Brassica oleracea,Brassica,Annual,true,ornamental-kale,true,0,,#9c6f9c,full-sun,moderate,2-11,foliage purple fall
ornamental-kale-white,White Ornamental Kale,Brassica oleracea,Brassica,Annual,true,ornamental-kale,false,0,,#e6e0cf,full-sun,moderate,2-11,foliage white fall
ornamental-kale-pink,Pink Ornamental Kale,Brassica oleracea,Brassica,Annual,true,ornamental-kale,false,0,,#d784a8,full-sun,moderate,2-11,foliage pink fall
ornamental-kale-magenta,Chidori Kale,Brassica oleracea 'Chidori',Brassica,Annual,true,ornamental-kale,false,0,,#c0408a,full-sun,moderate,2-11,foliage magenta fall
ornamental-kale-red,Nagoya Red Kale,Brassica oleracea 'Nagoya Red',Brassica,Annual,true,ornamental-kale,false,0,,#b0344e,full-sun,moderate,2-11,foliage crimson fall
caladium,Caladium,Caladium,Caladium,Annual,true,caladium,true,0,,#b85a6a,part-shade,high,9-11,foliage shade colorful
caladium-white,White Christmas Caladium,Caladium 'White Christmas',Caladium,Annual,true,caladium,false,0,,#e2e6d3,part-shade,high,9-11,foliage white shade
caladium-pink,Carolyn Whorton Caladium,Caladium 'Carolyn Whorton',Caladium,Annual,true,caladium,false,0,,#d87499,part-shade,high,9-11,foliage pink shade
caladium-red,Red Flash Caladium,Caladium 'Red Flash',Caladium,Annual,true,caladium,false,0,,#bd3838,part-shade,high,9-11,foliage red shade
caladium-green,Green Caladium,Caladium,Caladium,Annual,true,caladium,false,0,,#6a9a5a,part-shade,high,9-11,foliage green shade
four-oclock,Four O'Clock,Mirabilis jalapa,Mirabilis,Annual,true,four-oclock,true,1,#d6406a,,full-sun,moderate,9-11,pink fragrant
four-oclock-yellow,Yellow Four O'Clock,Mirabilis jalapa,Mirabilis,Annual,true,four-oclock,false,1,#f2c828,,full-sun,moderate,9-11,yellow fragrant
four-oclock-white,White Four O'Clock,Mirabilis jalapa,Mirabilis,Annual,true,four-oclock,false,1,#f4f2ea,,full-sun,moderate,9-11,white fragrant
four-oclock-red,Red Four O'Clock,Mirabilis jalapa,Mirabilis,Annual,true,four-oclock,false,1,#d2384a,,full-sun,moderate,9-11,red fragrant
four-oclock-magenta,Magenta Four O'Clock,Mirabilis jalapa,Mirabilis,Annual,true,four-oclock,false,1,#c83a8e,,full-sun,moderate,9-11,magenta fragrant
four-oclock-marbles,Marbles,Mirabilis jalapa 'Marbles',Mirabilis,Annual,true,four-oclock,false,1,#f0902a,,full-sun,moderate,9-11,yellow red fragrant
tuberous-begonia,Tuberous Begonia,Begonia × tuberhybrida,Begonia,Annual,true,tuberous-begonia,true,1,#f0507a,,part-shade,moderate,9-11,pink shade
tuberous-begonia-red,Nonstop Red Begonia,Begonia × tuberhybrida 'Nonstop Red',Begonia,Annual,true,tuberous-begonia,false,1,#d23541,,part-shade,moderate,9-11,red shade
tuberous-begonia-orange,Orange Tuberous Begonia,Begonia × tuberhybrida,Begonia,Annual,true,tuberous-begonia,false,1,#f0822a,,part-shade,moderate,9-11,orange shade
tuberous-begonia-yellow,Yellow Tuberous Begonia,Begonia × tuberhybrida,Begonia,Annual,true,tuberous-begonia,false,1,#f4cf3c,,part-shade,moderate,9-11,yellow shade
tuberous-begonia-white,White Tuberous Begonia,Begonia × tuberhybrida,Begonia,Annual,true,tuberous-begonia,false,1,#f6f3ec,,part-shade,moderate,9-11,white shade
tuberous-begonia-apricot,Apricot Tuberous Begonia,Begonia × tuberhybrida,Begonia,Annual,true,tuberous-begonia,false,1,#f3b074,,part-shade,moderate,9-11,apricot shade
tiger-lily,Tiger Lily,Lilium lancifolium,Lilium,Bulb,true,lilies,false,1,#f0701f,,full-sun,moderate,3-9,orange
fritillaria,Crown Imperial,Fritillaria imperialis,Fritillaria,Bulb,true,fritillaria,true,1,#f0901f,,full-sun,moderate,5-8,orange architectural
fritillaria-rubra,Crown Imperial Rubra,Fritillaria imperialis 'Rubra',Fritillaria,Bulb,true,fritillaria,false,1,#d65a1f,,full-sun,moderate,5-8,red orange architectural
fritillaria-lutea,Crown Imperial Lutea,Fritillaria imperialis 'Lutea',Fritillaria,Bulb,true,fritillaria,false,1,#f2c828,,full-sun,moderate,5-8,yellow architectural
fritillaria-meleagris,Checkered Lily,Fritillaria meleagris,Fritillaria,Bulb,true,fritillaria,false,1,#7a4a7a,,part-sun,moderate,3-8,purple
fritillaria-meleagris-alba,Checkered Lily Alba,Fritillaria meleagris 'Alba',Fritillaria,Bulb,true,fritillaria,false,1,#f0f0e8,,part-sun,moderate,3-8,white
fritillaria-persica,Persian Lily,Fritillaria persica,Fritillaria,Bulb,true,fritillaria,false,1,#4a3a5a,,full-sun,moderate,5-8,purple
scilla,Siberian Squill,Scilla siberica,Scilla,Bulb,true,scilla,true,1,#4a5fc0,,full-sun,moderate,2-8,blue early
scilla-alba,White Squill,Scilla siberica 'Alba',Scilla,Bulb,true,scilla,false,1,#f4f2ea,,full-sun,moderate,2-8,white early
scilla-spring-beauty,Spring Beauty,Scilla siberica 'Spring Beauty',Scilla,Bulb,true,scilla,false,1,#3a4ab0,,full-sun,moderate,2-8,blue purple early
scilla-mischtschenkoana,Early Squill,Scilla mischtschenkoana,Scilla,Bulb,true,scilla,false,1,#aac0e8,,full-sun,moderate,3-8,blue early
scilla-bifolia,Alpine Squill,Scilla bifolia,Scilla,Bulb,true,scilla,false,1,#5a6fc8,,full-sun,moderate,3-8,blue early
scilla-peruviana,Portuguese Squill,Scilla peruviana,Scilla,Bulb,true,scilla,false,1,#5a4ab0,,full-sun,moderate,8-10,purple blue
agapanthus,Agapanthus,Agapanthus,Agapanthus,Bulb,true,agapanthus,true,1,#5f6fc0,,full-sun,moderate,7-11,blue architectural
agapanthus-white,White Agapanthus,Agapanthus 'Albus',Agapanthus,Bulb,true,agapanthus,false,1,#f4f2ea,,full-sun,moderate,7-11,white architectural
agapanthus-peter-pan,Peter Pan,Agapanthus 'Peter Pan',Agapanthus,Bulb,true,agapanthus,false,1,#5f6fc0,,full-sun,moderate,7-11,blue architectural
agapanthus-storm-cloud,Storm Cloud,Agapanthus 'Storm Cloud',Agapanthus,Bulb,true,agapanthus,false,1,#3a3a8e,,full-sun,moderate,7-11,blue purple architectural
agapanthus-midnight-blue,Midnight Blue,Agapanthus 'Midnight Blue',Agapanthus,Bulb,true,agapanthus,false,1,#2a3a9e,,full-sun,moderate,7-11,blue architectural
agapanthus-twister,Twister,Agapanthus 'Twister',Agapanthus,Bulb,true,agapanthus,false,1,#6a7ac8,,full-sun,moderate,7-11,blue white architectural
agapanthus-snowball,Snowball,Agapanthus 'Snowball',Agapanthus,Bulb,true,agapanthus,false,1,#f4f2ea,,full-sun,moderate,7-11,white architectural
freesia,Freesia,Freesia,Freesia,Bulb,true,freesia,true,1,#f0d44a,,full-sun,moderate,9-10,yellow fragrant cut flower
freesia-white,White Freesia,Freesia 'White',Freesia,Bulb,true,freesia,false,1,#f4f2ea,,full-sun,moderate,9-10,white fragrant cut flower
freesia-red,Red Freesia,Freesia 'Red',Freesia,Bulb,true,freesia,false,1,#d6384a,,full-sun,moderate,9-10,red fragrant cut flower
freesia-pink,Pink Freesia,Freesia 'Pink',Freesia,Bulb,true,freesia,false,1,#e87aa8,,full-sun,moderate,9-10,pink fragrant cut flower
freesia-purple,Purple Freesia,Freesia 'Purple Rain',Freesia,Bulb,true,freesia,false,1,#8a5aae,,full-sun,moderate,9-10,purple fragrant cut flower
freesia-orange,Orange Freesia,Freesia 'Orange',Freesia,Bulb,true,freesia,false,1,#f0822a,,full-sun,moderate,9-10,orange fragrant cut flower
freesia-blue,Blue Freesia,Freesia 'Blue Heaven',Freesia,Bulb,true,freesia,false,1,#7a8ad0,,full-sun,moderate,9-10,blue fragrant cut flower
colchicum,Autumn Crocus,Colchicum,Colchicum,Bulb,true,colchicum,true,1,#b88fd6,,full-sun,moderate,4-9,purple fall
colchicum-waterlily,Waterlily,Colchicum 'Waterlily',Colchicum,Bulb,true,colchicum,false,1,#c89ad8,,full-sun,moderate,4-9,pink purple fall
colchicum-the-giant,The Giant,Colchicum 'The Giant',Colchicum,Bulb,true,colchicum,false,1,#a87ac8,,full-sun,moderate,4-9,purple fall
colchicum-album,Album,Colchicum autumnale 'Album',Colchicum,Bulb,true,colchicum,false,1,#f4f2ea,,full-sun,moderate,4-9,white fall
colchicum-speciosum,Showy Crocus,Colchicum speciosum,Colchicum,Bulb,true,colchicum,false,1,#b06aa8,,full-sun,moderate,4-9,purple pink fall
colchicum-lilac-wonder,Lilac Wonder,Colchicum 'Lilac Wonder',Colchicum,Bulb,true,colchicum,false,1,#c090d0,,full-sun,moderate,4-9,lavender purple fall
snowflake,Snowflake,Leucojum,Leucojum,Bulb,true,snowflake,true,1,#fbfbfb,,part-sun,moderate,4-8,white early
snowflake-spring,Spring Snowflake,Leucojum vernum,Leucojum,Bulb,true,snowflake,false,1,#f4f6ee,#5a8f6a,part-sun,moderate,3-8,white green early
snowflake-summer,Summer Snowflake,Leucojum aestivum,Leucojum,Bulb,true,snowflake,false,1,#f8f8f2,#5a8f6a,part-sun,moderate,4-9,white green
snowflake-gravetye-giant,Gravetye Giant,Leucojum aestivum 'Gravetye Giant',Leucojum,Bulb,true,snowflake,false,1,#fafaf4,#5a8f6a,part-sun,moderate,4-9,white green
star-of-bethlehem,Star of Bethlehem,Ornithogalum,Ornithogalum,Bulb,true,star-of-bethlehem,true,1,#fbfbfb,,full-sun,moderate,4-9,white
star-of-bethlehem-arabicum,Arabicum,Ornithogalum arabicum,Ornithogalum,Bulb,true,star-of-bethlehem,false,1,#f8f8f4,,full-sun,moderate,7-10,white
star-of-bethlehem-nutans,Silver Bells,Ornithogalum nutans,Ornithogalum,Bulb,true,star-of-bethlehem,false,1,#eef0e8,,part-sun,moderate,6-10,white green
star-of-bethlehem-chincherinchee,Chincherinchee,Ornithogalum thyrsoides,Ornithogalum,Bulb,true,star-of-bethlehem,false,1,#fbfbf6,,full-sun,moderate,7-10,white cut flower
star-of-bethlehem-orange,Orange Star,Ornithogalum dubium,Ornithogalum,Bulb,true,star-of-bethlehem,false,1,#f0902a,,full-sun,moderate,7-10,orange
elephant-ear,Elephant Ear,Colocasia,Colocasia,Bulb,true,elephant-ear,true,0,,#3f6b3f,part-sun,high,8-11,foliage tropical dramatic
elephant-ear-black-magic,Black Magic,Colocasia esculenta 'Black Magic',Colocasia,Bulb,true,elephant-ear,false,0,,#2a1f2e,part-sun,high,8-11,purple foliage tropical dramatic
elephant-ear-illustris,Illustris,Colocasia esculenta 'Illustris',Colocasia,Bulb,true,elephant-ear,false,0,,#3a3a2e,part-sun,high,8-11,purple green foliage tropical
elephant-ear-mojito,Mojito,Colocasia esculenta 'Mojito',Colocasia,Bulb,true,elephant-ear,false,0,,#5a6b3a,part-sun,high,8-11,green foliage tropical
elephant-ear-lime-zinger,Lime Zinger,Xanthosoma 'Lime Zinger',Xanthosoma,Bulb,true,elephant-ear,false,0,,#8ab84a,part-sun,high,8-11,green foliage tropical dramatic
elephant-ear-pink-china,Pink China,Colocasia esculenta 'Pink China',Colocasia,Bulb,true,elephant-ear,false,0,,#4a7b4a,part-sun,high,7-10,green pink foliage tropical
elephant-ear-polly,Alocasia Polly,Alocasia × amazonica 'Polly',Alocasia,Bulb,true,elephant-ear,false,0,,#2e4a3a,part-sun,high,9-11,green foliage tropical
gerbera,Gerbera Daisy,Gerbera jamesonii,Gerbera,Annual,true,gerbera,true,1,#f0641f,,full-sun,moderate,8-11,orange cut flower
gerbera-red,Red Gerbera,Gerbera jamesonii,Gerbera,Annual,true,gerbera,false,1,#d6283a,,full-sun,moderate,8-11,red cut flower
gerbera-pink,Pink Gerbera,Gerbera jamesonii,Gerbera,Annual,true,gerbera,false,1,#e85a9a,,full-sun,moderate,8-11,pink cut flower
gerbera-yellow,Yellow Gerbera,Gerbera jamesonii,Gerbera,Annual,true,gerbera,false,1,#f4c420,,full-sun,moderate,8-11,yellow cut flower
gerbera-white,White Gerbera,Gerbera jamesonii,Gerbera,Annual,true,gerbera,false,1,#f4f2ea,,full-sun,moderate,8-11,white cut flower
gerbera-coral,Coral Gerbera,Gerbera jamesonii,Gerbera,Annual,true,gerbera,false,1,#f0746a,,full-sun,moderate,8-11,coral orange cut flower
gerbera-deep-rose,Deep Rose Gerbera,Gerbera jamesonii,Gerbera,Annual,true,gerbera,false,1,#cc3a7e,,full-sun,moderate,8-11,magenta pink cut flower
marguerite-daisy,Marguerite Daisy,Argyranthemum,Argyranthemum,Annual,true,marguerite-daisy,true,1,#fbfbfb,#7f8f6a,full-sun,moderate,9-11,white
marguerite-daisy-pink,Pink Marguerite Daisy,Argyranthemum,Argyranthemum,Annual,true,marguerite-daisy,false,1,#e788b0,#7f8f6a,full-sun,moderate,9-11,pink
marguerite-daisy-yellow,Butterfly Marguerite Daisy,Argyranthemum 'Butterfly',Argyranthemum,Annual,true,marguerite-daisy,false,1,#f2cf3c,#7f8f6a,full-sun,moderate,9-11,yellow
marguerite-daisy-red,Red Marguerite Daisy,Argyranthemum,Argyranthemum,Annual,true,marguerite-daisy,false,1,#d8424e,#7f8f6a,full-sun,moderate,9-11,red
marguerite-daisy-apricot,Apricot Marguerite Daisy,Argyranthemum,Argyranthemum,Annual,true,marguerite-daisy,false,1,#f0b074,#7f8f6a,full-sun,moderate,9-11,apricot
bidens,Bidens,Bidens ferulifolia,Bidens,Annual,true,bidens,true,1,#f5c518,,full-sun,low,8-11,yellow trailing pollinator
bidens-white,Campfire Marshmallow Bidens,Bidens hybrid 'Campfire Marshmallow',Bidens,Annual,true,bidens,false,1,#f6f3ec,,full-sun,low,8-11,white trailing pollinator
bidens-orange,Painted Orange Bidens,Bidens ferulifolia 'Beedance Painted Orange',Bidens,Annual,true,bidens,false,1,#f0892a,,full-sun,low,8-11,orange trailing pollinator
bidens-red,Painted Red Bidens,Bidens ferulifolia 'Beedance Painted Red',Bidens,Annual,true,bidens,false,1,#d8483a,,full-sun,low,8-11,red trailing pollinator
bidens-pink,Pink Bidens,Bidens hybrid,Bidens,Annual,true,bidens,false,1,#e681a6,,full-sun,low,8-11,pink trailing pollinator
english-daisy,English Daisy,Bellis perennis,Bellis,Perennial,false,,false,1,#e890b0,,full-sun,moderate,4-8,pink edging
amaryllis,Amaryllis,Hippeastrum,Hippeastrum,Bulb,true,amaryllis,true,1,#d6304a,,part-sun,moderate,8-11,red dramatic
amaryllis-red-lion,Red Lion,Hippeastrum 'Red Lion',Hippeastrum,Bulb,true,amaryllis,false,1,#c0202e,,part-sun,moderate,8-11,red dramatic
amaryllis-apple-blossom,Apple Blossom,Hippeastrum 'Apple Blossom',Hippeastrum,Bulb,true,amaryllis,false,1,#f0c8d4,,part-sun,moderate,8-11,white pink dramatic
amaryllis-minerva,Minerva,Hippeastrum 'Minerva',Hippeastrum,Bulb,true,amaryllis,false,1,#cc2a3a,,part-sun,moderate,8-11,red white dramatic
amaryllis-picotee,Picotee,Hippeastrum 'Picotee',Hippeastrum,Bulb,true,amaryllis,false,1,#f4f0ea,,part-sun,moderate,8-11,white red dramatic
amaryllis-white,Christmas Gift,Hippeastrum 'Christmas Gift',Hippeastrum,Bulb,true,amaryllis,false,1,#f4f2ea,,part-sun,moderate,8-11,white dramatic
amaryllis-orange,Orange Sovereign,Hippeastrum 'Orange Sovereign',Hippeastrum,Bulb,true,amaryllis,false,1,#f0822a,,part-sun,moderate,8-11,orange dramatic
amaryllis-salmon,Rilona,Hippeastrum 'Rilona',Hippeastrum,Bulb,true,amaryllis,false,1,#f0a070,,part-sun,moderate,8-11,coral apricot dramatic
trumpet-lily,Trumpet Lily,Lilium,Lilium,Bulb,true,lilies,false,1,#f5f0e8,,full-sun,moderate,4-9,white fragrant tall
easter-lily,Easter Lily,Lilium longiflorum,Lilium,Bulb,true,lilies,false,1,#fbfbf5,,full-sun,moderate,5-8,white fragrant
tropical-hibiscus,Tropical Hibiscus,Hibiscus rosa-sinensis,Hibiscus,Shrub,true,tropical-hibiscus,true,1,#f0407a,,full-sun,moderate,9-11,pink tropical large
tropical-hibiscus-red,Red Tropical Hibiscus,Hibiscus rosa-sinensis,Hibiscus,Shrub,true,tropical-hibiscus,false,1,#e0202e,,full-sun,moderate,9-11,red tropical large
tropical-hibiscus-yellow,Yellow Tropical Hibiscus,Hibiscus rosa-sinensis,Hibiscus,Shrub,true,tropical-hibiscus,false,1,#f4c020,,full-sun,moderate,9-11,yellow tropical large
tropical-hibiscus-orange,Orange Tropical Hibiscus,Hibiscus rosa-sinensis,Hibiscus,Shrub,true,tropical-hibiscus,false,1,#f0802a,,full-sun,moderate,9-11,orange tropical large
